code,file,drawn_size_mm,legend,check,intervene,notes
GE1-13,Freeway Signs/B205_HOLLEY_STREET_LEFT_LANE_GREEN_LONG_GE1-13.svg,6250x2950,B205 HOLLEY STREET LEFT LANE,ok,," 6250x2950 R300; green 70 / white border 70. FLAG: vertical chain 840 | 300 | 800 | 650 | 460 sums to 3050 for a 2950 sign. Used 840 (B205 baseline) | 300 | 800 panel (1140-1940) | 650 (LEFT LANE baseline 2590), leaving a 360 bottom margin instead of the drawn 460. Road-name panel 5206x800 R100 at 522 from each side, HOLLEY STREET 400 E black, 200 margins each side (ink 4806), equal (200) above and below; the word gap is not stated - 309 makes the two words total 4806. B205 centred, (1494) wide. LEFT LANE 350 E: 1704 | 1203 | 300 | 1339 | 1704."
GE1-14,Freeway Signs/A81_SUNHILL_M8_HAWKER_PLUMPTON_4_ARROWS_GREEN_WIDE_SKINNY_GE1-14.svg,15250x3100,A81 Sunhill M8 Hawker/Plumpton,width Sunhill: 2280.8 vs drawing 2394,,"symbol:arrow_curve_up_left_800 symbol:arrow_up_and_curve_left_1300x1000 Drawn rotated 90 degrees (legend reads upward); transcribed in the sign's frame: 15250 wide x 3100 high, R300, green 70 / white 70. Text row and arrow row separated by a 70 white divider (840 baseline | 300 | 70 -> 1140-1210, as GE1-16); the text row is split by a 70 white divider at 5990-6060; sub-panel corners R100 (typ.) -> drawn as green polygons on a white ground with R160 (300-140) outer corners. Along the sign from the left: 1186 | A81 963 | 400 | Sunhill 2394 | 1047 | 70 | 1025 | M8 777 | 400 | Hawker 2256 | 110 | / 400 | 60 | Plumpton 2973 | 1165 (sums 15226, 24 short of 15250 - FLAG). Sunhill drawn 2394 but 400 Emod gives 2281 (FLAG - 5%, unresolved; the sign width and every other position follow the chain, so only the gap after Sunhill differs). Hawker / Plumpton is one runs line with the drawn 60 and 110 gaps; the 400 Emod slash glyph is 428 wide, so it is centred in a 400 slot to keep the chain at 5799. Arrows 1000 high at 840 | 745 | 1000 | 515 (top 1585); from the right end 1875 (to the first straight arrow centreline) | 3500 (to the second) | 3200 | 1300 combo | 2100 | 800 curve | 2475 = 15250; straight arrows 528 wide centred at 13375 and 9875. Bottom-band chain 1025 | 525 | 340 after the divider and the '350 E'/'300 E' labels do not correspond to any drawn legend (an ONLY panel is mentioned in the caption but not drawn). 1817/1000/12433 reference dims not tied to a feature."
GE1-15,Freeway Signs/A1_MURRAY_CURVED_EXIT_GREEN_LONG_GE1-15.svg,5500x3950,A1 Murray,ok,,"symbol:arrow_curve_left_flyover_4805x3245 5500x3950 R240; green 50 / white border 50 (50/100 dims). Symbol box 335 | 4805 | 360 horizontally, 465 | 3245 | 240 vertically. A1 320 E yellow: baseline 617 (617 | 473 | 2860 = 3950), left ink 655. 'Murray' 320 Emod white reads upward (rotated -90) inside the symbol's label box: the top chain 655 | 2192 | 2653 puts its baseline at x = 2847 (the traced glyphs confirm: cap tops at 2526); centred on the box's vertical extent (box top at the grid top 465, outer height 55 + 1051 + 130 + 1023 + 55 = 2314 -> centre y 1622, not separately dimensioned). Symbol traced with colours=[white] (excludes the yellow A1 that falls inside the box) and the Murray glyphs removed from the trace."
GE1-16,Freeway Signs/M3_CITY_2_ARROWS_GREEN_LONG_GE1-16.svg,4420x3155,M3 City,ok,," Drawing shows two signs drawn rotated 90 degrees (legend reads upward); transcribed in the sign's own frame. Upper sign (fully dimensioned): 4420 x 3155 R300, green 70 / white 70. Vertical chain 440 | 400 E | 300 | 70 white divider | 430 | 1000 arrow | 515 = 3155. Along the sign: 460 | 3500 | 460 = 4420 for the two arrows, read as edge-to-outer-edge of each 528-wide arrow. 'M3 City' is drawn centred on the sign (the picture; the 460 dims belong to the arrows) with the 400 gap from the top chain: M3 780.4 + 400 + City 1264.5 = 2444.9 centred -> M3 x 987.6, City x 2168. FLAG: the lower sign (M80 RING RD Geelong / Seymour with three arrows) has 'Varies' for its width and text positions and is not transcribed; its RING RD panel detail: 600 high, R100, 300 E black, 150 margins. The drawing is rotated, so the arrow symbol is traced from the rotated image (see the symbols entry)."
GE1-17,Freeway Signs/A77_AIRPORT_DR_LANCEFIELD_GREEN_SQUARE_GE1-17.svg,4025x3850,A77 AIRPORT DR Lancefield,ok,,"symbol:arrow_curve_up_left_800 4025x3850 R300; green 70 / white border 70. Vertical chain 320 | 400 E A77 | 250 | 600 panel | 300 | 400 Emod Lancefield | 240 | 1000 arrow | 340 = 3850. Arrow box 400 | 1213 | 800 | 1212 | 400. Road-name panel: 600 high, R100, AIRPORT DR 300 D black with 150 margins all round; its width is not stated - 150 + ink 2431.5 + 150 = 2731.5, centred. A77 and Lancefield centred (no horizontal dims)."
GE1-18,Freeway Signs/EXIT_1_KM_GREEN_WIDE_GE1-18.svg,3258x1150,EXIT 1 km,ok,," 1150 high, width 'Varies' with the numeral: 420 | EXIT 1222 | 256 | numeral | 160 | km 660 | 420 -> one centred runs line. Written for the illustrated '1' (400 E, ink 120 -> width 3258); the generator cannot vary the panel size with the legend, so other distances are not generated. FLAG: 360 | 400 E | 360 sums to 1120 for the 1150 height; cap top 360 used as drawn. km 320 Emod on the same baseline (760). Border widths not dimensioned on this drawing; green 70 / white 70 as the rest of the GE series."
GE1-19,intervene/Freeway Signs/M80_RING_ROAD_M3_CITY_SEYMOUR_GEELONG_4_ARROWS_GREEN_WIDE_GE1-19.svg,12720x4375,M80 RING ROAD M3 City Seymour Geelong,ok,drawing internally inconsistent: width 12720 vs 13002 arrow chain; text row 1000 vs 415|450|275 = 1140 so the height is 4375 or 4515; arrow-row chain does not close; curved arrows and Seymour/Geelong positions undimensioned - intervene set,"symbol:arrow_curve_up_left_1004x803 symbol:arrow_double_curve_up_left_1155 symbol:arrow_straight_up_2500x530 symbol:arrow_up_and_curve_left_2500x1309 Drawn rotated 90 degrees; transcribed in the sign's frame. Text row 1000 high (M3/M80 cap top 415, RING ROAD panel 275 | 450 | 275, R100), 70 white divider, arrow row 3305 -> 4375 high. FLAG width: text-side chains give 5004 (1165 | M3 778 | 400 | City 1256 | 1405) + 70 + 7646 (1344 | M80 1182 | 400 | RING ROAD panel 2700 | 2020) = 12720, but the arrow-side chain 739 | 530 | 2980 | 1309 | 2407 | 1155 | 2346 | 803 | 733 sums to 13002; 12720 used and the arrows placed from the right end (left margin comes out 451, not 733). RING ROAD panel length not stated ('Varies' in the detail, 75 | 300 E | 75); 2700 from the chain = 75 + 2548 + 75. Arrow-row chain 430 | 300 | 700 | 1215 | 515 does not close (sums 3160 of 3305): arrows top at 1070+430=1500; Seymour cap top 1800 and Geelong 2900 taken as 430 | 300 | 400 | 700 from the divider; the curved arrows' vertical positions (bottom-aligned at 4000 with the 2500 straight arrows) and the Seymour/Geelong x positions (centred in the gaps between arrows) are NOT dimensioned - taken from the picture. Arrow grid: 2500x530 straight, 2500x1309 combo, 1155x1155 double curve, 1004x803 curve. QA: the text-row chain 415 | 450 panel | 275 sums to 1140 from the top edge, not the 1000 used for the row height (the right-hand '1 000' may be the row's green interior inside the 140 border, which would make the sign 1140 + 70 + 3305 = 4515 high; the drawn picture's proportions, 12720 wide, fit 4515 better than 4375). Not changed: with 4515 the arrow-row chain (430 above the 2500 arrows, 515 below) still does not close either way. Needs a decision."
GE1-5-Example-A,,,,"SKIPPED: image resolution too low (189x214 px) to read the dimensions; drawing is a fully dimensioned GE1-5 (A25 / HAWKER STREET / Plumpton / EXIT 1 km, 4500 wide)",,
GE1-5-Example-B,Freeway Signs/A53_MIDLANDS_HWY_SWAN_CK_MANSFIELD_EXIT_2KM_GREEN_GE1-5-Example-B.svg,2090x1850,A53 MIDLANDS HWY Swan Ck Mansfield EXIT 2 km,ok,," Drawing is titled GE1-5 and fully dimensioned (file GE1-5-Example-B). 2090x1850 R130, green 30 outside a 30 white border (60/30). Vertical chain 180 | 200 E | 90 | 270 panel | 90 | 180 Emod | 90 | 180 Emod | 180 | 180 E | 210 = 1850. A53 (578) centred; panel 1675x270 R50 at 207, MIDLANDS HWY 135 E black with 68 margins (ink 1539, word gap derived 93.8), equal margins above/below; Swan Ck centred 462 | 1166 | 462 (word gap derived 139.4); Mansfield 377 | 1335 | 378; EXIT 2 km: 427 | 551 | 109 | 171 | 76 | 330 | 426 -> one centred runs line, the dashed (varies) numeral in a 171 slot (180 E '2' is 146 wide, centred in the slot). km 160 Emod on the 1640 baseline. Distance varies (2 illustrated)."
GE1-6,Freeway Signs/A36_QUEENSTOWN_ROAD_HEATHMONT_EXIT_1KM_2_LEFT_LANES_GREEN_GE1-6.svg,5150x4150,A36 QUEENSTOWN ROAD Heathmont EXIT 1 km 2 LEFT LANES,ok,," 5150x4150 R300; green 70 / white 70. Right chain to baselines: 840 A36 | 300 | 600 panel (1140-1740) | 700 Heathmont baseline 2440 | 650 EXIT baseline 3090 | 1060; left: 3090 | 650 | 410 -> 2 LEFT LANES baseline 3740. Panel 503 | 4143 | 504, QUEENSTOWN ROAD 300 D black, 150 margins (ink 3843), equal above/below. A36 1991 | 1167 | 1992; Heathmont 848 | 3454 | 848; EXIT 1 km: 1436 | 1068 | 260 | 104 | 225 | 620 | 1437 -> one centred runs line (km 300 Emod, common baseline 3090); 2 LEFT LANES: 736 | 283 | 260 | 1203 | 260 | 1671 | 737."
GE1-8-1,Freeway Signs/BENDIGO_THIS_EXIT_GREEN_LONG_GE1-8-1.svg,2650x1550,Bendigo THIS EXIT,ok,," 2650x1550 R240; green 50 outside a 50 white border (100/50). Baselines 660 (Bendigo 320 Emod) | 560 (THIS EXIT 280 E, baseline 1220) | 330. Bendigo 342 | 1965 | 343; THIS EXIT 349 | 887 | 210 | 854 | 350."
GE1-8-2,Freeway Signs/BENDIGO_NEXT_EXIT_GREEN_LONG_GE1-8-2.svg,2800x1550,Bendigo NEXT EXIT,ok,, 2800x1550 R240; green 50 / white 50 (100/50). Baselines 660 | 560 | 330. Bendigo 417 | 1965 | 418; NEXT EXIT 352 | 1032 | 210 | 854 | 352.
GE1-8-3,Freeway Signs/GOSFORD_NEXT_2_EXITS_GREEN_LONG_GE1-8-3.svg,3500x1550,Gosford NEXT 2 EXITS,ok,, 3500x1550 R240; green 50 / white 50. Baselines 660 | 560 | 330. Gosford 839 | 1822 | 839; NEXT 2 EXITS 354 | 1032 | 210 | 227 | 210 | 1113 | 354.
GE1-8-4-Example-A,,,,"SKIPPED: example assembly, not fully dimensioned (width Varies)",,
GE1-8-4-Example-B,,,,"SKIPPED: example assembly, not fully dimensioned (width Varies)",,
GE1-8-4-Example-C,,,,"SKIPPED: example assembly, not fully dimensioned (width Varies)",,
GE1-9,Freeway Signs/CITY_EXITS_A1_MONASH_DR_B15_FREEMAN_WAY_GREEN_LONG_GE1-9.svg,3750x2170,City EXITS A1 MONASH DR 1.0 ROBERT ST 1.8 B15 FREEMAN WAY 2.4,ok,," 3750x2170 R180; green 40 / white 40 (80/40). Header row separated by a 40 white divider (215 | 240 Emod | 135 | 40 | 180 | 240 E | 420 | 180 | 240 E | 280 = 2170), sub-panel corners R60 -> green polygons on white. Header 'City' 240 Emod + 160 gap + 'EXITS' 210 D, centred as a group (runs) on a common baseline (455). Rows: route numbers 240 E yellow at 200 from the left; names 210 D 200 after B15 (x=950); distances 240 Emod right-aligned 200 from the right edge; names and distances share the row baseline (1050, 1470, 1890 - middle row at the 420 chain point). FLAG: 200 | B15 550 | 200 | FREEMAN WAY 2034 | 172 | 2.4 519 | 200 sums to 3875 for a 3750 sign; the 172 gap is not honoured. Row 2 vertical position is inferred from the 420 chain point (not separately dimensioned). QA: drawn FREEMAN WAY measures about 1900 in the picture (chain implies 1909) against 2034 for 210 D / 1718 for 210 C; kept 210 D as labelled and flagged for intervention."
GE11-1,Freeway Signs/LIZARD_FARM_THIS_EXIT_BROWN_WIDE_GE11-1.svg,2800x980,LIZARD FARM THIS EXIT,ok,, 2800x980 R180; brown 40 outside a 40 white border (80/40). 180 | 240 D | 180 | 200 E | 180. LIZARD FARM 365 | 1053 | 225 | 793 | 364; THIS EXIT 684 | 635 | 185 | 612 | 684.
GE11-2,Freeway Signs/LIZARD_FARM_USE_HOLLEY_EXIT_BROWN_LONG_GE11-2.svg,2800x1360,LIZARD FARM USE HOLLEY EXIT,ok,, 2800x1360 R180; brown 40 / white 40. 180 | 240 D | 180 | 200 E | 180 | 200 E | 180 = 1360. LIZARD FARM 366 | 1052 | 225 | 792 | 365; USE 1124 | 552 | 1124; HOLLEY EXIT 420 | 1163 | 185 | 612 | 420.
GE2-1-1,Freeway Signs/GREENS_ROAD_A69_MONASH_HAWKER_EXIT_GREEN_LONG_GE2-1-1.svg,5700x3450,GREENS ROAD A69 Monash Hawker EXIT,ok,," 5700x3450 R300; green 70 / white 70. Left chain 365 | 600 panel | 520 | 660 arrow | 1305; A69 baseline 1435 from the bottom (2015). Right chain to baselines: 1665 Monash | 700 Hawker | 650 EXIT | 435. Top: 395 | 660 arrow | 365 | 1179 A69 | 400 | 2282 column | 419; panel 1107 | 3485 | 1108, GREENS ROAD 300 E black, 150 margins (ink 3185), equal above/below. Bottom: Hawker 3011 | 2259 | 430; EXIT 3604 | 1072 | 1024. GREENS ROAD word gap not stated; 264.8 makes the line 3185."
GE2-1-2,intervene/Freeway Signs/A69_MONASH_HAWKER_EXIT_GREEN_LONG_GE2-1-2.svg,4650x2600,A69 Monash Hawker EXIT,ok,"diagonal arrow: the drawing's inset (550/357/270/39, 193/154, R19) computes to 517 square but the sign face boxes it at 505 (2.4 %); drawn from the inset - confirm inset or box",arrow-size:arrow size 517.1x517.1 vs box 505x505 4650x2600 R300; green 70 / white 70. Left chain 1190 (A69 baseline) | 555 | 505 arrow | 350; right chain 840 Monash | 700 Hawker | 660 EXIT | 400 (baselines). Top: 396 | 1179 A69 | 397 | 2282 | 396. Bottom: Hawker 1969 | 2256 | 425; arrow 1300 | 505 | 772 | EXIT 1072 | 1001. NOTE the arrow detail quotes 550 for the head width although the box is 505 - copied as drawn.
GE2-1-3,intervene/Freeway Signs/A93_TAMBALANGA_HONEYFORD_EXIT_GREEN_LONG_GE2-1-3.svg,4500x3300,A93 Tambalanga Honeyford EXIT,ok,"diagonal arrow: the drawing's inset (550/357/270/39, 193/154, R19) computes to 517 square but the sign face boxes it at 505 (2.4 %); drawn from the inset - confirm inset or box",arrow-size:arrow size 517.1x517.1 vs box 505x505 4500x3300 R300; green 70 / white 70. Left chain 840 (A93 baseline) | 1630 | 505 arrow | 325; right chain to baselines 1540 Tambalanga | 700 Honeyford | 660 EXIT (350 E) | 400. A93 1673 | 1153 | 1674; Tambalanga 345 | 3809 | 346; Honeyford 687 | 3125 | 688; arrow/EXIT 1261 | 505 | 400 | 1072 | 1262. Arrow detail as GE2-1-2 (225 grid).
GE2-1-4,Freeway Signs/MILLERS_RD_EXIT_A14_ARROW_GREEN_TALL_GE2-1-4.svg,2100x7000,MILLERS RD EXIT A14,ok,," 2100x7000 R300; green 70 / white 70; legend reads upward (all three legends rotated -90 about their own centres). MILLERS RD 400 E black in the 800x3950 R130 white panel (350 | 800 | 550 | 400 across; 300 | 3950 down): panel detail 200 | 400 E | 200 across and 200 | 3552 | 200 along -> caps between x 550 and 950 (centre 750), ink centred on the panel (y 2275); word gap 347 derived from the 3552 total (MILLERS 2476.6 + RD 728.4). EXIT 350 E white in the 550 zone right of the panel (x 1150-1700): ink from y 2039 to 3111 (2039 | 1072 chain); the top chain 350 | 800 | 550 | 400 is read as positions (panel 350-1150, EXIT baseline at 1700, 400 to the edge) with the '350 E' bracket drawn against the right end of the 550 span, so EXIT caps are between x 1350 and 1700 (centre 1525), as the picture shows. A14 400 E yellow: 300 | 3950 | 360 | 1030 | 300 | 660 | 400 = 7000 -> ink y 4610-5640; bottom chain 850 / 1250 -> cap top x 850, baseline x 1250. Arrow 660x660 (GE2-1-1 detail) pointing down-left (GE2-1-1 symbol flipped vertically) at 720 | 660 | 720, y 5940. Right-side reference 4529 not tied to a feature."
GE2-2,Freeway Signs/M1_LAMBERTON_UP_ARROW_GREEN_WIDE_GE2-2.svg,5000x1900,M1 Lamberton,ok,," 5000x1900 R300; green 70 / white 70. Left chain to baselines 800 M1 | 700 Lamberton | 400; right 535 | 835 arrow | 530. Top 1808 | 587 M1 | 1945 | 660: the 4340 line is the arrow centreline (660 to the right edge), arrow 547 wide centred there. Lamberton 447 | 3310 | 1243."
GE2-3,Freeway Signs/EXIT_DIAG_ARROW_GREEN_SQUARE_GE2-3.svg,1800x1600,EXIT,ok,, 1800x1600 R200; green 40 / white 40 (80/40). 317 | 320 E | 240 | 406 arrow | 317 = 1600. EXIT 411 | 978 | 411; arrow 697 | 406 | 697.
GE2-6-1,Freeway Signs/EXIT_18_GREEN_ON_WHITE_SQUARE_GE2-6-1.svg,1200x1200,EXIT 18,ok,, 1200x1200 R100; white 15 edge outside a 30 green border (45/15). Baselines 355 (EXIT 200 E) | 600 | 955 (numerals 400 E) | 245. EXIT 294 | 612 | 294; numerals 338 | 524 | 338. The dashed numerals vary (18 illustrated).
GE2-6-2,Freeway Signs/EXIT_47_GREEN_ON_WHITE_LONG_GE2-6-2.svg,2000x900,EXIT 47,ok,, 2000x900 R100; white 15 edge outside a 30 green border (15/45). EXIT 200 E baseline 650 (450 | 200 | 250); numerals 400 Emod 250 | 400 | 250 on the same baseline. Horizontal: Varies | EXIT | 180 | numerals | Varies -> one centred runs line (EXIT 612 + 180 + numerals). Numerals vary (47 illustrated).
GE2-7,Freeway Signs/EXIT_18_PANEL_DIAG_ARROW_GREEN_TALL_GE2-7.svg,1800x2200,EXIT 18,ok,," 1800x2200 R200; green 40 / white 40 (80/40). Chain 230 | 125 | 240 E | 130 | 440 E | 125 | 224 | 406 arrow | 280 = 2200. Exit panel white R60, 1060 high: 1020 wide (390 | 1020 | 390) for two alphanumerics as illustrated (18); 1340 wide (230 | 1340 | 230) for three. EXIT and numerals centred, green. Arrow centred (697 | 406 | 697)."
GE4-1,Freeway Signs/M14_ROWE_FWY_MONASH_53_AUGUSTA_276_GREEN_LONG_GE4-1.svg,3000x2140,M14 ROWE FWY Monash 53 Augusta 276,ok,," 3000x2140 R180; green 40 / white 40 (80/40). Chain to baselines 500 M14 (240 E) | 180 | 360 panel (680-1040) | 420 Monash (1460) | 420 Augusta (1880) | 260. M14 1190 | 620 | 1190; panel 706 | 1588 | 706, ROWE FWY 180 E black with 90 margins (ink 1408), 90 above/below. Monash 225 | 1370 | 753 | 53 427 | 225; Augusta 225 | 1556 | 323* | 276 671 | 225 (* minimum gap = destination text height); distances 240 Emod right-aligned at 2775. ROWE FWY word gap not stated; 160.0 makes the line 1408."
GE6-10,Freeway Signs/END_FREEWAY_1_KM_GREEN_LONG_GE6-10.svg,2300x1500,END FREEWAY 1 km,ok,," 2300x1500 R180; green 40 / white 40 (80/40). Right chain 230 | 240 E | 160 | 240 E | 160 | 240 | 230 = 1500. END 812 | 676 | 812; FREEWAY 311 | 1678 | 311; '1 km': = | 73 | 120 | 422 | = (one centred runs line), km 205 Emod on the 1270 baseline."
GE6-2,Freeway Signs/PROHIBITED_ON_FREEWAY_LIST_WHITE_TALL_GE6-2.svg,1200x1300,PROHIBITED ON FREEWAY PEDESTRIANS BICYCLES ANIMALS AGRICULTURAL MACHINERY,ok,, 1200 x 1300 (height varies with the legend) R100; white 15 edge outside a 30 black border. Right chain 140 | 100 E | 60 | 100 E | 60 | 100 E | 120 | 60 E | 60 | 60 E | 60 | 60 E | 60 | 60 E | 30 | 60 E | 110 = 1300. PROHIBITED 172 | 856 | 172; ON 506 | 188 | 506; FREEWAY 250 | 700 | 250 (the chains are stacked out of line order); list lines 60 E left-aligned at 240.
